0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
21.1897,24,0,0
21.7454,79,0,0
22.1281,111,22.1166,14
22.3724,128,22.3731,43
22.5612,134,22.5604,52
22.7375,149,22.73,62
22.8763,158,22.8872,72
23.0367,165,23.0348,83
23.1652,173,23.1616,89
23.2769,179,23.2282,99
23.3872,181,23.3823,102
23.4826,185,23.4822,106
23.578,193,23.5804,108
23.6665,196,23.6673,114
23.7574,198,23.7526,118
23.8387,205,23.8397,120
23.9095,208,23.916,120
23.9926,206,23.9775,123
24.0649,215,24.0634,130
24.1393,221,24.1358,134
24.2032,224,24.2085,134
24.2831,231,24.2669,140
24.3446,234,24.3443,143
24.4165,236,24.4049,143
24.4789,242,24.476,143
24.5393,241,24.5296,143
24.6018,241,24.6009,143
24.655,248,24.653,147
24.7188,251,24.7166,155
24.7773,257,24.7764,154
24.8382,260,24.8394,160
24.8989,266,24.8886,163
24.9528,260,24.9544,164
25.0057,261,25.0079,167
25.0561,258,25.0631,172
25.1019,260,25.1068,178
25.1603,263,25.1633,174
25.2144,267,25.2155,176
25.2682,271,25.2574,173
25.3111,274,25.3212,175
25.3706,271,25.3708,173
25.4237,272,25.4116,178
25.4719,271,25.4539,180
25.5259,278,25.528,178
25.5802,280,25.5699,180
25.6282,285,25.6277,180
25.6693,286,25.6707,181
25.7205,290,25.7176,178
25.7653,290,25.7782,181
25.824,291,25.8214,184
25.8717,296,25.878,186
25.9217,300,25.9225,187
25.9739,295,25.9739,184
26.014,296,26.0222,185
26.0709,295,26.065,185
26.1072,293,26.1201,190
26.1666,298,26.1649,195
26.2135,295,26.2093,197
26.2595,292,26.2595,195
26.3063,291,26.307,198
26.3339,289,26.3444,198
26.3879,290,26.3935,206
26.4405,295,26.4363,206
26.4837,297,26.4831,203
26.5126,299,26.5162,200
26.5712,302,26.5695,197
26.6166,302,26.6189,198
26.6673,302,26.6652,202
26.7098,299,26.7075,201
26.756,301,26.7554,205
26.7958,300,26.7978,207
26.8339,297,26.8292,206
26.8896,305,26.8892,205
26.9337,300,26.9219,202
26.9794,299,26.9637,202
27.0102,298,27.0209,202
27.0585,295,27.0563,203
27.1069,295,27.106,202
27.1495,296,27.1524,201
27.1923,292,27.1936,204
27.2387,294,27.2368,208
27.2799,295,27.2726,205
27.3192,298,27.3221,206
27.3641,304,27.3655,207
27.4095,300,27.3972,209
