0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
21.1818,16,0,0
21.8471,84,0,0
22.2021,117,22.1815,20
22.4583,131,22.4512,29
22.6573,145,22.6544,44
22.8295,152,22.836,56
22.9928,166,22.9963,68
23.1345,176,23.1341,75
23.2479,175,23.2518,81
23.3689,182,23.3666,85
23.4652,197,23.4592,96
23.5604,204,23.5514,101
23.643,213,23.6414,105
23.7303,218,23.7306,108
23.8235,225,23.8145,116
23.8999,227,23.9038,120
23.9773,227,23.9748,127
24.0447,232,24.0494,132
24.13,234,24.1111,135
24.2054,236,24.1891,136
24.2717,239,24.2698,140
24.3393,240,24.3352,145
24.4058,238,24.3888,146
24.4668,234,24.464,146
24.5355,234,24.5397,150
24.5986,240,24.601,159
24.6568,242,24.6563,162
24.7197,249,24.7187,166
24.7711,252,24.7762,170
24.8323,249,24.8287,175
24.8879,255,24.8948,174
24.9521,252,24.9519,178
25.0007,258,24.9985,179
25.0555,258,25.0661,184
25.1203,256,25.1168,185
25.1728,260,25.1745,182
25.2353,264,25.2316,182
25.2864,264,25.2886,187
25.3441,265,25.3266,187
25.4008,266,25.4019,189
25.4547,268,25.4531,186
25.5041,270,25.4629,186
25.5577,267,25.5579,184
25.6135,266,25.6105,183
25.6571,266,25.6652,192
25.7144,271,25.7109,193
25.7597,271,25.7675,198
25.8124,270,25.8073,199
25.8677,271,25.8569,198
25.9145,275,25.9136,199
25.9565,275,25.9555,200
26.0045,270,26.0008,197
26.0415,268,26.0432,202
26.1083,269,26.1012,205
26.151,267,26.1487,202
26.1792,267,26.1793,201
26.2472,268,26.2377,199
26.2897,270,26.2919,204
26.3388,274,26.3419,204
26.3872,273,26.3875,202
26.4263,271,26.4151,196
26.4727,269,26.4769,201
26.5289,273,26.5204,198
26.5652,270,26.5776,196
26.616,274,26.6213,195
26.6704,271,26.6654,203
26.7195,275,26.7146,208
26.7587,273,26.7589,206
26.8069,272,26.8023,207
26.8503,272,26.8527,212
26.8978,275,26.8983,214
26.9408,276,26.9435,217
26.9877,279,26.9937,214
27.0399,279,27.0391,217
27.0835,280,27.0573,216
27.1299,280,27.1172,220
27.1643,282,27.1682,221
27.2158,282,27.2204,219
27.265,287,27.2587,216
27.311,293,27.308,212
27.3565,293,27.3528,219
27.4022,288,27.3998,218
27.4323,285,27.4401,217
27.469,286,27.4809,216
27.5325,288,27.5339,216
