0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
21.1548,20,0,0
21.7552,92,0,0
22.1047,118,22.0917,15
22.3051,144,22.3253,31
22.5254,152,22.5289,45
22.7005,158,22.6872,59
22.8514,166,22.8228,75
22.9881,166,22.9906,80
23.0901,168,23.1099,83
23.2301,178,23.235,88
23.3359,184,23.3494,97
23.4468,190,23.4417,102
23.5451,190,23.5298,102
23.6353,199,23.627,107
23.7251,209,23.7279,114
23.8084,214,23.8142,116
23.8773,214,23.8781,120
23.9735,218,23.9738,116
24.0531,223,24.0414,116
24.1261,225,24.125,122
24.2023,233,24.2017,123
24.2726,237,24.2682,130
24.3437,240,24.3429,134
24.4114,245,24.4124,136
24.472,247,24.4736,138
24.5362,251,24.5417,139
24.6033,252,24.6028,141
24.6664,254,24.6459,142
24.7193,258,24.7276,141
24.7864,259,24.774,144
24.8477,261,24.8438,145
24.9068,260,24.9047,148
24.9649,262,24.9614,148
25.0215,259,25.0214,149
25.0648,259,25.0782,151
25.1431,258,25.141,157
25.1991,264,25.1972,159
25.2481,271,25.2459,160
25.3044,267,25.3036,161
25.3557,271,25.3549,166
25.413,277,25.4077,168
25.4576,285,25.4638,167
25.5195,285,25.5158,165
25.5706,284,25.5722,172
25.6161,291,25.6199,174
25.6687,292,25.6674,176
25.706,296,25.7137,178
25.7635,302,25.7447,176
25.8135,302,25.8127,175
25.8601,309,25.8612,176
25.9067,310,25.9111,176
25.9434,317,25.9572,178
26.0072,314,26.0066,179
26.0469,314,26.0553,177
26.1015,315,26.0983,176
26.1469,314,26.1462,182
26.1861,316,26.1931,181
26.238,315,26.2397,183
26.2876,315,26.289,185
26.331,316,26.3358,183
26.3835,321,26.3737,182
26.4311,325,26.425,185
26.4666,333,26.4755,187
26.5143,338,26.5111,188
26.559,333,26.5631,191
26.6027,332,26.602,194
26.6503,333,26.6338,193
26.6912,329,26.6853,195
26.7325,328,26.7347,196
26.7717,328,26.7789,194
26.8124,326,26.8225,192
26.8659,324,26.8599,194
26.9087,325,26.905,196
26.9496,324,26.9445,194
26.9939,321,26.9933,189
27.0359,326,27.0288,190
27.0806,329,27.0802,192
27.1225,327,27.1132,191
27.1683,327,27.1682,194
27.208,329,27.2087,197
27.2501,328,27.2465,199
27.2848,327,27.2969,201
27.3353,327,27.3164,206
27.3746,329,27.3796,204
27.4106,332,27.4122,206
