34.2443,49.4668,14.9166,0.142153,0.153499,0.127948,43.2591,44.6941,50.2614,0.297597,0.283337,0.345969,0.018356,0.0151289,0.00507098,0.191208,0.0197609,0.0822463,0.32439,0.165511,0.187475,10.3007,9.1022,11.8143,1.0853,1.5307,21.8181,0.053733,0.0623188,0.0914683,0.0741193,0.0654075,1.05878,2.73359,1.60232,2.47576,0.910869
25.9383,22.9998,27.736,0.32906,0.165526,0.144967,47.4113,64.6668,22.3133,0.301901,0.27591,0.1955,0.0285635,0.00911412,0.00914154,0.269102,0.218588,0.0690143,0.34806,0.149766,0.17821,8.09979,6.41806,11.3478,0.599514,1.28309,22.1268,0.0404677,0.0901267,0.0122743,0.0871752,0.0788782,0.1208,0.555672,1.75732,2.99018,1.88463
30.7651,53.4343,5.39889,0.293575,0.289578,0.100712,44.1274,59.4539,47.8119,0.362124,0.299318,0.226655,0.00200907,0.000970567,0.0065987,0.0550601,0.159927,0.0504128,0.35956,0.138011,0.165093,9.41049,6.39412,8.8035,1.40938,1.07831,21.3137,0.0752204,0.0735029,0.0580476,0.0729276,0.0237287,1.90846,1.29113,2.72315,0.748378,1.79047
59.1786,14.1036,48.7581,0.153226,0.119333,0.220969,57.6139,29.6654,53.6431,0.337269,0.154946,0.326544,0.015992,0.00262858,0.0256483,0.237794,0.00549317,0.242839,0.398789,0.271183,0.234192,11.8861,5.89682,11.2735,1.72098,1.32672,9.05355,0.0916021,0.0328823,0.0741618,0.0784709,0.034454,0.793824,0.995797,0.98984,2.50858,2.07193
50.7368,44.1188,35.3121,0.152308,0.257727,0.172454,33.5958,56.2483,30.9629,0.312075,0.200836,0.322694,0.00836214,0.001256,0.0206315,0.234111,0.0293002,0.265817,0.379989,0.260492,0.305096,10.3627,8.14085,11.9061,0.796933,1.40662,12.5738,0.00836659,0.0858588,0.0692292,0.0262915,0.0116458,0.204484,1.1589,0.852941,0.99678,1.4104
43.6766,35.6225,43.2043,0.222934,0.217894,0.155499,18.2768,20.9333,50.5492,0.283636,0.333619,0.1891,0.019109,0.00102751,0.0201456,0.0741781,0.031867,0.251675,0.324907,0.20689,0.392526,10.8009,10.488,10.0471,1.1092,1.55618,15.0852,0.0928935,0.0973931,0.0313062,0.0526498,0.0503014,0.792798,1.11425,2.34936,1.37551,0.599272
59.5231,50.1539,11.069,0.37913,0.310641,0.316094,19.1966,20.4901,62.1993,0.385826,0.358056,0.186626,0.0064799,0.0106788,0.0263197,0.24737,0.215924,0.00366349,0.287974,0.271889,0.215998,9.95956,11.8002,10.4841,0.579766,1.98354,21.3682,0.0759098,0.067973,0.0350542,0.011557,0.039577,0.847078,1.93702,1.24157,0.483652,2.65051
49.7883,52.6114,13.8957,0.330687,0.337333,0.107476,45.9013,46.2217,26.7695,0.293511,0.359871,0.131595,0.00586057,0.0201562,0.00856932,0.0438204,0.135348,0.0548121,0.271082,0.205769,0.356513,9.4066,9.79345,8.73093,1.99678,0.715384,21.844,0.0322329,0.026653,0.0387685,0.00475052,0.080901,0.655766,2.06953,2.75046,0.225922,1.02915
47.9075,17.567,38.6743,0.167332,0.308698,0.37824,27.4157,27.0827,41.7332,0.304515,0.19829,0.165664,0.0174071,0.017928,0.0297563,0.161279,0.130235,0.145098,0.345711,0.238531,0.303293,9.366,6.5613,11.2979,1.08177,0.858555,26.992,0.0608,0.0530244,0.025659,0.0822264,0.0325198,2.5707,2.04207,1.38043,1.96812,1.41225
7.04698,35.7362,5.34688,0.267839,0.272896,0.170911,48.9936,38.8561,24.3014,0.387387,0.2607,0.299715,0.0214022,0.0171436,0.0253749,0.085091,0.098972,0.256184,0.320851,0.389629,0.125003,10.2301,9.39126,10.2663,0.323765,1.90953,18.5578,0.0695994,0.0852232,0.0939391,0.0867866,0.0998006,0.897813,2.7816,0.441244,0.680226,1.59885
31.9033,24.1447,26.7146,0.241967,0.393655,0.248857,60.8107,45.9816,18.3209,0.331623,0.280387,0.116798,0.0230116,0.00665854,0.0290851,0.168369,0.0807012,0.271471,0.357634,0.321635,0.23169,9.97841,11.6802,11.2726,1.42952,1.22821,21.7767,0.0744365,0.0942137,0.0741504,0.0162041,0.0352549,1.59319,2.90939,0.403311,1.70486,0.589198
40.937,12.803,50.57,0.212881,0.146297,0.236244,58.0422,52.2489,38.0086,0.328246,0.216659,0.13746,0.0176146,0.00156564,0.0296262,0.233415,0.280948,0.221619,0.389594,0.278269,0.399717,10.4651,8.41931,8.58587,1.14636,0.781939,21.3826,0.00925849,0.0362789,0.00146984,0.0314461,0.0230567,1.35663,1.56307,2.31816,1.438,1.2774
45.9828,44.4692,35.0856,0.397277,0.119632,0.356029,53.0095,31.576,22.9816,0.231745,0.273177,0.185142,0.0280233,0.0036424,0.00746175,0.266433,0.109339,0.105944,0.384334,0.303742,0.248553,9.25613,7.98674,11.146,1.96314,1.18901,16.8562,0.038586,0.0182068,0.0187291,0.00574824,0.0885056,2.40602,1.99976,1.14212,0.739618,1.35915
46.3696,15.7807,8.47026,0.216091,0.351882,0.168242,34.3467,59.1208,64.3879,0.354583,0.356873,0.120289,0.0251728,0.000655262,0.00689383,0.147865,0.246759,0.0491005,0.326206,0.345609,0.171932,8.78672,7.59243,8.5213,1.80001,0.715474,14.9682,0.0898465,0.0628021,0.0478208,0.0864626,0.0798423,2.74308,2.86748,2.82079,1.51318,2.00263
12.6978,55.4122,6.72514,0.352432,0.183635,0.349468,18.9929,26.7346,49.5765,0.359363,0.312263,0.111596,0.0284359,0.009769,0.0143483,0.0121665,0.231135,0.25689,0.290405,0.326575,0.21342,9.45202,9.3119,11.2198,1.77707,0.634751,20.6204,0.00262133,0.0413313,0.0524495,0.0675081,0.0707998,2.78702,2.36543,2.921,2.348,0.638691
